"project_code","plotid","image_year","image_julday","dominant_landuse","dominant_landcover","change_process","change_process_notes","interpreter"
"Switzerland",2822,1984,317,"Forest","Trees","","",130
"Switzerland",2822,2017,63,"Forest","Trees","Stable","",130
"Switzerland",2823,1984,317,"Forest","Trees","","",130
"Switzerland",2823,2004,196,"Forest","Trees","Stable","",130
"Switzerland",2823,2005,230,"Forest","Non-tree","Wind","",130
"Switzerland",2823,2016,237,"Forest","Trees","Growth/Recovery","",130
"Switzerland",2824,1985,216,"Forest","Trees","","",130
"Switzerland",2824,2017,24,"Forest","Trees","Stable","",130
"Switzerland",2825,1985,248,"Other","Non-tree","","",130
"Switzerland",2825,2017,24,"Other","Non-tree","Stable","",130
"Switzerland",2826,1985,223,"Other","Non-tree","","",130
"Switzerland",2826,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2827,1984,100,"Other","Non-tree","","",130
"Switzerland",2827,2017,7,"Other","Non-tree","Stable","",130
"Switzerland",2828,1984,317,"Other","Non-tree","","",130
"Switzerland",2828,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2829,1985,232,"Other","Non-tree","","",130
"Switzerland",2829,2017,32,"Other","Non-tree","Stable","",130
"Switzerland",2830,1984,116,"Other","Non-tree","","",130
"Switzerland",2830,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2831,1984,164,"Forest","Trees","","",130
"Switzerland",2831,2017,70,"Forest","Trees","Stable","",130
"Switzerland",2832,1985,335,"Other","Non-tree","","",130
"Switzerland",2832,2017,23,"Other","Non-tree","Stable","",130
"Switzerland",2833,1985,255,"Other","Non-tree","","",130
"Switzerland",2833,2017,23,"Other","Non-tree","Stable","",130
"Switzerland",2834,1985,223,"Other","Non-tree","","",130
"Switzerland",2834,2017,23,"Other","Non-tree","Stable","",130
"Switzerland",2835,1984,239,"Forest","Trees","","",130
"Switzerland",2835,2014,216,"Forest","Trees","Stable","",130
"Switzerland",2835,2015,203,"Forest","Trees","Harvest","thinning",130
"Switzerland",2835,2016,207,"Forest","Trees","Growth/Recovery","",130
"Switzerland",2836,1985,216,"Forest","Trees","","",130
"Switzerland",2836,2016,214,"Forest","Trees","Stable","",130
"Switzerland",2837,1984,317,"Other","Non-tree","","",130
"Switzerland",2837,2016,221,"Other","Non-tree","Stable","",130
"Switzerland",2838,1985,273,"Other","Non-tree","","",130
"Switzerland",2838,2017,1,"Other","Non-tree","Stable","",130
"Switzerland",2839,1984,317,"Other","Non-tree","","",130
"Switzerland",2839,2017,64,"Other","Non-tree","Stable","",130
"Switzerland",2840,1984,196,"Other","Non-tree","","",130
"Switzerland",2840,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2841,1985,255,"Other","Non-tree","","",130
"Switzerland",2841,2017,55,"Other","Non-tree","Stable","",130
"Switzerland",2842,1985,216,"Forest","Trees","","",130
"Switzerland",2842,2017,24,"Forest","Trees","Stable","",130
"Switzerland",2843,1985,184,"Other","Non-tree","","",130
"Switzerland",2843,2017,64,"Other","Non-tree","Stable","",130
"Switzerland",2844,1984,317,"Forest","Trees","","",130
"Switzerland",2844,2017,47,"Forest","Trees","Stable","",130
"Switzerland",2845,1984,317,"Other","Non-tree","","",130
"Switzerland",2845,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2846,1984,127,"Other","Non-tree","","",130
"Switzerland",2846,2017,73,"Other","Non-tree","Stable","",130
"Switzerland",2847,1985,223,"Other","Trees","","",130
"Switzerland",2847,2017,71,"Other","Trees","Stable","",130
"Switzerland",2848,1984,196,"Forest","Trees","","",130
"Switzerland",2848,2015,217,"Forest","Trees","Stable","",130
"Switzerland",2848,2016,220,"Forest","Trees","Harvest","clearcut",130
"Switzerland",2848,2017,46,"Forest","Trees","Growth/Recovery","",130
"Switzerland",2849,1985,216,"Other","Non-tree","","",130
"Switzerland",2849,2017,56,"Other","Non-tree","Stable","",130
"Switzerland",2850,1984,317,"Other","Non-tree","","",130
"Switzerland",2850,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2851,1984,196,"Other","Non-tree","","",130
"Switzerland",2851,2017,7,"Other","Non-tree","Stable","",130
"Switzerland",2852,1985,223,"Other","Non-tree","","",130
"Switzerland",2852,2017,47,"Other","Non-tree","Stable","",130
"Switzerland",2853,1984,116,"Other","Non-tree","","",130
"Switzerland",2853,2017,54,"Other","Non-tree","Stable","",130
"Switzerland",2854,1985,255,"Other","Non-tree","","",130
"Switzerland",2854,2017,47,"Other","Non-tree","Stable","",130
"Switzerland",2855,1985,248,"Other","Non-tree","","",130
"Switzerland",2855,2017,56,"Other","Non-tree","Stable","",130
"Switzerland",2856,1984,196,"Other","Non-tree","","",130
"Switzerland",2856,2017,55,"Other","Non-tree","Stable","",130
"Switzerland",2857,1984,127,"Forest","Trees","","",130
"Switzerland",2857,2017,56,"Forest","Trees","Stable","",130
"Switzerland",2858,1985,335,"Other","Non-tree","","",130
"Switzerland",2858,2017,23,"Other","Non-tree","Stable","",130
"Switzerland",2859,1985,232,"Other","Non-tree","","",130
"Switzerland",2859,2017,24,"Other","Non-tree","Stable","",130
"Switzerland",2860,1985,216,"Forest","Trees","","",130
"Switzerland",2860,2016,198,"Forest","Trees","Stable","",130
"Switzerland",2861,1984,365,"Forest","Trees","","",130
"Switzerland",2861,2017,71,"Forest","Trees","Stable","",130
"Switzerland",2862,1985,255,"Other","Non-tree","","",130
"Switzerland",2862,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2863,1984,317,"Forest","Trees","","",130
"Switzerland",2863,2016,221,"Forest","Trees","Stable","",130
"Switzerland",2864,1985,255,"Other","Non-tree","","",130
"Switzerland",2864,2017,47,"Other","Non-tree","Stable","",130
"Switzerland",2865,1984,317,"Other","Non-tree","","",130
"Switzerland",2865,2017,64,"Other","Non-tree","Stable","",130
"Switzerland",2866,1985,232,"Other","Non-tree","","",130
"Switzerland",2866,2017,24,"Other","Non-tree","Stable","",130
"Switzerland",2867,1985,264,"Other","Non-tree","","",130
"Switzerland",2867,2017,56,"Other","Non-tree","Stable","",130
"Switzerland",2868,1984,196,"Other","Non-tree","","",130
"Switzerland",2868,2017,54,"Other","Non-tree","Stable","",130
"Switzerland",2869,1984,196,"Other","Non-tree","","",130
"Switzerland",2869,2017,63,"Other","Non-tree","Stable","",130
"Switzerland",2870,1984,317,"Other","Non-tree","","",130
"Switzerland",2870,2017,47,"Other","Non-tree","Stable","",130
"Switzerland",2871,1985,287,"Other","Non-tree","","",130
"Switzerland",2871,2017,47,"Other","Non-tree","Stable","",130
"Switzerland",2872,1985,232,"Other","Non-tree","","",130
"Switzerland",2872,2017,56,"Other","Non-tree","Stable","",130
"Switzerland",2873,1984,317,"Forest","Trees","","",130
"Switzerland",2873,1999,214,"Forest","Trees","Stable","",130
"Switzerland",2873,2000,209,"Forest","Non-tree","Harvest","clearcut",130
"Switzerland",2873,2017,71,"Forest","Trees","Growth/Recovery","",130
"Switzerland",2874,1985,216,"Other","Non-tree","","",130
"Switzerland",2874,2017,64,"Other","Non-tree","Stable","",130
"Switzerland",2875,1984,365,"Forest","Trees","","",130
"Switzerland",2875,2017,47,"Forest","Trees","Stable","",130
"Switzerland",2876,1984,317,"Other","Non-tree","","",130
"Switzerland",2876,2017,32,"Other","Non-tree","Stable","",130
"Switzerland",2877,1985,255,"Forest","Trees","","",130
"Switzerland",2877,2016,221,"Forest","Trees","Stable","",130
"Switzerland",2878,1984,196,"Other","Non-tree","","",130
"Switzerland",2878,2017,7,"Other","Non-tree","Stable","",130
"Switzerland",2879,1984,196,"Other","Non-tree","","",130
"Switzerland",2879,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2880,1985,191,"Other","Non-tree","","",130
"Switzerland",2880,2017,55,"Other","Non-tree","Stable","",130
"Switzerland",2881,1985,232,"Forest","Trees","","",130
"Switzerland",2881,2016,221,"Forest","Trees","Stable","",130
"Switzerland",2882,1984,365,"Forest","Trees","","",130
"Switzerland",2882,2017,47,"Forest","Trees","Stable","",130
"Switzerland",2883,1984,196,"Other","Non-tree","","",130
"Switzerland",2883,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2884,1984,116,"Forest","Trees","","",130
"Switzerland",2884,2017,62,"Forest","Trees","Stable","",130
"Switzerland",2885,1985,209,"Other","Non-tree","","",130
"Switzerland",2885,2017,56,"Other","Non-tree","Stable","",130
"Switzerland",2886,1985,296,"Other","Non-tree","","",130
"Switzerland",2886,2017,8,"Other","Non-tree","Stable","",130
"Switzerland",2887,1984,317,"Forest","Trees","","",130
"Switzerland",2887,2017,54,"Forest","Trees","Stable","",130
"Switzerland",2888,1984,239,"Other","Non-tree","","",130
"Switzerland",2888,2017,9,"Other","Non-tree","Stable","",130
"Switzerland",2889,1985,232,"Other","Non-tree","","",130
"Switzerland",2889,2017,25,"Other","Non-tree","Stable","",130
"Switzerland",2890,1984,196,"Other","Non-tree","","",130
"Switzerland",2890,2017,63,"Other","Non-tree","Stable","",130
"Switzerland",2891,1985,207,"Forest","Trees","","",130
"Switzerland",2891,2017,56,"Forest","Trees","Stable","",130
"Switzerland",2892,1984,317,"Other","Non-tree","","",130
"Switzerland",2892,2017,63,"Other","Non-tree","Stable","",130
"Switzerland",2893,1985,216,"Other","Non-tree","","",130
"Switzerland",2893,2017,24,"Other","Non-tree","Stable","",130
"Switzerland",2894,1984,317,"Other","Trees","","",130
"Switzerland",2894,2017,71,"Other","Trees","Stable","",130
"Switzerland",2895,1984,317,"Other","Non-tree","","",130
"Switzerland",2895,2017,64,"Other","Non-tree","Stable","",130
"Switzerland",2896,1984,271,"Other","Non-tree","","",130
"Switzerland",2896,2017,73,"Other","Non-tree","Stable","",130
"Switzerland",2897,1984,196,"Other","Non-tree","","",130
"Switzerland",2897,2017,62,"Other","Non-tree","Stable","",130
"Switzerland",2898,1985,232,"Other","Non-tree","","",130
"Switzerland",2898,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2899,1984,239,"Other","Non-tree","","",130
"Switzerland",2899,2017,16,"Other","Non-tree","Stable","",130
"Switzerland",2900,1984,196,"Forest","Trees","","",130
"Switzerland",2900,1991,231,"Forest","Trees","Stable","",130
"Switzerland",2900,1992,218,"Forest","Trees","Harvest","thinning",130
"Switzerland",2900,2005,221,"Forest","Trees","Growth/Recovery","",130
"Switzerland",2900,2006,208,"Forest","Trees","Harvest","thinning",130
"Switzerland",2900,2016,212,"Forest","Trees","Growth/Recovery","",130
"Switzerland",2901,1985,223,"Forest","Trees","","",130
"Switzerland",2901,2017,47,"Forest","Trees","Stable","",130
"Switzerland",2902,1984,196,"Other","Non-tree","","",130
"Switzerland",2902,2017,63,"Other","Non-tree","Stable","",130
"Switzerland",2903,1984,196,"Other","Non-tree","","",130
"Switzerland",2903,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2904,1984,127,"Other","Non-tree","","",130
"Switzerland",2904,2017,73,"Other","Non-tree","Stable","",130
"Switzerland",2905,1984,317,"Other","Non-tree","","",130
"Switzerland",2905,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2906,1984,317,"Other","Non-tree","","",130
"Switzerland",2906,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2907,1985,223,"Forest","Trees","","",130
"Switzerland",2907,1986,226,"Forest","Trees","Stable","",130
"Switzerland",2907,1989,234,"Forest","Trees","Decline","",130
"Switzerland",2907,2017,47,"Forest","Trees","Growth/Recovery","",130
"Switzerland",2908,1984,196,"Other","Non-tree","","",130
"Switzerland",2908,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2909,1984,317,"Forest","Trees","","",130
"Switzerland",2909,1994,216,"Forest","Trees","Stable","",130
"Switzerland",2909,1996,222,"Forest","Trees","Harvest","thinning",130
"Switzerland",2909,2016,221,"Forest","Trees","Growth/Recovery","",130
"Switzerland",2910,1986,178,"Other","Non-tree","","",130
"Switzerland",2910,2017,47,"Other","Non-tree","Stable","",130
"Switzerland",2911,1985,184,"Forest","Trees","","",130
"Switzerland",2911,2017,64,"Forest","Trees","Stable","",130
"Switzerland",2912,1984,317,"Other","Non-tree","","",130
"Switzerland",2912,2017,64,"Other","Non-tree","Stable","",130
"Switzerland",2913,1984,317,"Other","Non-tree","","",130
"Switzerland",2913,2017,63,"Other","Non-tree","Stable","",130
"Switzerland",2914,1985,216,"Forest","Trees","","",130
"Switzerland",2914,2016,214,"Forest","Trees","Stable","",130
"Switzerland",2915,1985,232,"Other","Non-tree","","",130
"Switzerland",2915,2017,56,"Other","Non-tree","Stable","",130
"Switzerland",2916,1985,255,"Other","Non-tree","","",130
"Switzerland",2916,2016,214,"Other","Non-tree","Stable","",130
"Switzerland",2917,1985,232,"Other","Non-tree","","",130
"Switzerland",2917,2017,56,"Other","Non-tree","Stable","",130
"Switzerland",2918,1985,255,"Other","Non-tree","","",130
"Switzerland",2918,2017,24,"Other","Non-tree","Stable","",130
"Switzerland",2919,1984,196,"Other","Non-tree","","",130
"Switzerland",2919,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2920,1985,255,"Other","Non-tree","","",130
"Switzerland",2920,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2921,1984,196,"Other","Non-tree","","",130
"Switzerland",2921,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2922,1984,196,"Other","Non-tree","","",130
"Switzerland",2922,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2923,1984,196,"Other","Non-tree","","",130
"Switzerland",2923,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2924,1984,196,"Other","Non-tree","","",130
"Switzerland",2924,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2925,1984,317,"Other","Non-tree","","",130
"Switzerland",2925,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2926,1984,317,"Other","Non-tree","","",130
"Switzerland",2926,2017,47,"Other","Non-tree","Stable","",130
"Switzerland",2927,1985,335,"Other","Non-tree","","",130
"Switzerland",2927,2017,15,"Other","Non-tree","Stable","",130
"Switzerland",2928,1985,287,"Other","Non-tree","","",130
"Switzerland",2928,2017,55,"Other","Non-tree","Stable","",130
"Switzerland",2929,1984,239,"Forest","Non-tree","","",130
"Switzerland",2929,2016,199,"Forest","Trees","Growth/Recovery","",130
"Switzerland",2930,1984,317,"Other","Non-tree","","",130
"Switzerland",2930,2017,47,"Other","Non-tree","Stable","",130
"Switzerland",2931,1985,232,"Forest","Trees","","",130
"Switzerland",2931,2017,24,"Forest","Trees","Stable","",130
"Switzerland",2932,1984,116,"Other","Non-tree","","",130
"Switzerland",2932,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2933,1984,196,"Other","Non-tree","","",130
"Switzerland",2933,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2934,1984,271,"Other","Non-tree","","",130
"Switzerland",2934,2017,73,"Other","Non-tree","Stable","",130
"Switzerland",2935,1984,317,"Other","Non-tree","","",130
"Switzerland",2935,2017,64,"Other","Non-tree","Stable","",130
"Switzerland",2936,1985,232,"Other","Non-tree","","",130
"Switzerland",2936,2017,40,"Other","Non-tree","Stable","",130
"Switzerland",2937,1985,223,"Forest","Trees","","",130
"Switzerland",2937,1997,208,"Forest","Trees","Stable","",130
"Switzerland",2937,1998,131,"Forest","Non-tree","Harvest","clearcut",130
"Switzerland",2937,2016,221,"Forest","Non-tree","Stable","",130
"Switzerland",2938,1985,255,"Forest","Trees","","",130
"Switzerland",2938,2016,221,"Forest","Trees","Stable","",130
"Switzerland",2939,1984,317,"Other","Non-tree","","",130
"Switzerland",2939,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2940,1984,317,"Forest","Trees","","",130
"Switzerland",2940,1999,214,"Forest","Trees","Stable","",130
"Switzerland",2940,2001,212,"Forest","Non-tree","Harvest","clearcut",130
"Switzerland",2940,2017,71,"Forest","Trees","Growth/Recovery","",130
"Switzerland",2941,1985,216,"Other","Non-tree","","",130
"Switzerland",2941,2017,48,"Other","Non-tree","Stable","",130
"Switzerland",2942,1984,196,"Forest","Trees","","",130
"Switzerland",2942,1998,282,"Forest","Trees","Stable","",130
"Switzerland",2942,1999,214,"Forest","Trees","Wind","",130
"Switzerland",2942,2001,211,"Forest","Trees","Stable","",130
"Switzerland",2942,2002,214,"Forest","Trees","Harvest","thinning",130
"Switzerland",2942,2017,54,"Forest","Trees","Growth/Recovery","",130
"Switzerland",2943,1984,365,"Other","Non-tree","","",130
"Switzerland",2943,2017,64,"Other","Non-tree","Stable","",130
"Switzerland",2944,1984,317,"Other","Non-tree","","",130
"Switzerland",2944,2017,47,"Other","Non-tree","Stable","",130
"Switzerland",2945,1985,216,"Other","Non-tree","","",130
"Switzerland",2945,2017,56,"Forest","Trees","Growth/Recovery","",130
"Switzerland",2946,1984,317,"Other","Non-tree","","",130
"Switzerland",2946,2017,32,"Other","Non-tree","Stable","",130
"Switzerland",2947,1984,196,"Other","Non-tree","","",130
"Switzerland",2947,2017,63,"Other","Non-tree","Stable","",130
"Switzerland",2948,1984,239,"Forest","Trees","","",130
"Switzerland",2948,2017,25,"Forest","Trees","Stable","",130
"Switzerland",2949,1985,223,"Other","Non-tree","","",130
"Switzerland",2949,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2950,1984,127,"Other","Non-tree","","",130
"Switzerland",2950,2017,1,"Other","Non-tree","Stable","",130
"Switzerland",2951,1984,317,"Other","Non-tree","","",130
"Switzerland",2951,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2952,1984,196,"Other","Non-tree","","",130
"Switzerland",2952,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2953,1984,196,"Other","Non-tree","","",130
"Switzerland",2953,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2954,1985,191,"Other","Non-tree","","",130
"Switzerland",2954,2017,47,"Other","Non-tree","Stable","",130
"Switzerland",2955,1985,223,"Other","Non-tree","","",130
"Switzerland",2955,2017,23,"Other","Non-tree","Stable","",130
"Switzerland",2956,1984,239,"Forest","Trees","","",130
"Switzerland",2956,2010,213,"Forest","Trees","Stable","",130
"Switzerland",2956,2011,224,"Forest","Trees","Harvest","thinning",130
"Switzerland",2956,2017,25,"Forest","Trees","Growth/Recovery","",130
"Switzerland",2957,1984,317,"Other","Non-tree","","",130
"Switzerland",2957,2017,71,"Other","Non-tree","Stable","",130
